policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index,review_1,review_2,primary_paramater,alt_parameter_1,alt_parameter_2,alt_parameter_3,alt_parameter_4,alt_parameter_5,alt_parameter_6,notes,review_agreement
Guidelines for Ethical Data Work in Research,165,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.4559,"ӿ Respect that data workers are experts who should be rewarded as such.#48 Ethics of Data Work \ 12
ӿ Fairly estimate the time per task, taking into account the length of the description,
a poor internet connection, and potential errors within the task.",121,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",2,0.4549,"Researchers must be aware
of the uneven power relations that shape these aspects of short-term employment with data
workers and be accountable for any extractive practices involved in this process.",97,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",3,0.4510,"In this context, to pursue ethical data work, we recommend the following:
ӿ Recognize unions and worker representatives as credible authorities, on par with BPO
managers and platforms.",133,No - but presents new theme,No - but presents new theme,,,,,,,,Recognizing unions and workers as sources of information about conditions of data work,TRUE
Guidelines for Ethical Data Work in Research,165,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",4,0.4442,"ӿ Be transparent about the purpose of the data work and how the data will be used,
whether at the beginning or end of employment (e.g., debriefing).",146,Meets a different parameter(s),Meets a different parameter(s),,"The policy references the need to inform workers about what their work will be used for, contribute to, or impact.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",5,0.4419,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",1,0.4729,"ӿ Be transparent about the purpose of the data work and how the data will be used,
whether at the beginning or end of employment (e.g., debriefing).",146,Meets a different parameter(s),Meets a different parameter(s),,"The policy references the need to inform workers about what their work will be used for, contribute to, or impact.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",2,0.4517,"This perspective is reflected in the payment, working conditions, and communica-
tion with data workers (see below).",102,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",3,0.4483,"Researchers must be aware
of the uneven power relations that shape these aspects of short-term employment with data
workers and be accountable for any extractive practices involved in this process.",97,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",4,0.4460,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",5,0.4326,"Their “Data Enrichment Sourcing Guidelines”
call for ensuring payment above the local living wage, designing and running a pilot before the
start of projects, identifying suitable workers and workforce for projects to include diverse and
representative perspectives, providing proper instructions and training for workers that are
verified by workers, and setting up effective communication mechanisms between workers and
practitioners (PAI, 2022a).",68,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",2,0.3962,"This also means
refraining from conducting projects in which the well-being of data workers cannot be ensured.",98,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",3,0.3879,"ӿ Approach decisions such as rejection or blocking carefully, as they could negatively
affect data workers’ performance history, which could impact their future assignments
or payments.",126,Yes,Yes,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",4,0.3846,"ӿ Respect work practices and avoid micromanagement and unnecessary complications,
such as excessive time controls.",106,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",5,0.3683,"Underpayment can be exacerbated
by workers’ geographical location and the terms and conditions of platforms and BPOs.",111,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",2,0.3907,"ӿ Pay for extra work, such as identifying errors or improving the task.",124,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",3,0.3698,"They advocate
for fair terms of employment, inclusive and supportive organizational structures, and encourage ef-
forts to improve local and global living conditions.",53,Meets a different parameter(s),Meets a different parameter(s),,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",1,0.4107,"ӿ Respect workers’ right to voice their feedback by providing them with contact informa-
tion so they can seek clarification, offer suggestions, and raise disputes.",148,Yes,Yes,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",2,0.3775,"This includes transparent and respectful communication, as well as careful consideration of workers’ diverse contexts.",96,Yes,Yes,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",3,0.3672,"ӿ Offer workers partial compensation for completing a certain percentage of the task
successfully (e.g., 90 % or 95 %).",128,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.5088,"In this context, to pursue ethical data work, we recommend the following:
ӿ Recognize unions and worker representatives as credible authorities, on par with BPO
managers and platforms.",133,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.4886,"Drawing parallels to
other forms of collective and union-inclusive governance models for highly decentralized work,
such as in the garment industry, and to corporate social responsibility voluntary self-regula-
tion frameworks, they identify the motivating forces behind the emergence of this labor ethics
agreement.",79,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",3,0.4810,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.4626,"They should
recognize workers’ labor and contributions to knowledge production and provide appropriate
payment according to living wages, collective agreements, expertise, and task type.",94,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",5,0.4515,"These include platforms’ motivations to avoid regulation and the union’s interest in
creating working agreements that address new realities of digital work.",80,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.4628,"Some-
times, they face concerns about personal safety resulting from excessive and identifiable data
collection.",132,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,Some other sentences better meet this pararemeter,TRUE
Guidelines for Ethical Data Work in Research,165,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",2,0.3792,"While
the guidelines remain more general, they state that the AIS aims to improve the quality of life,
well-being, and working conditions of individuals.",51,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,Some other sentences better meet this pararemeter,TRUE
Guidelines for Ethical Data Work in Research,165,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.5148,"This also means
refraining from conducting projects in which the well-being of data workers cannot be ensured.",98,Yes,Yes,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",2,0.4981,"ӿ Respect the privacy of data workers and limit the collection of their data to what is
strictly necessary.",150,Yes,Yes,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",3,0.4963,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",4,0.4733,"ӿ Respect work practices and avoid micromanagement and unnecessary complications,
such as excessive time controls.",106,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",5,0.4721,"This includes transparent and respectful communication, as well as careful consideration of workers’ diverse contexts.",96,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,14,Sick leave,Worker rights,The policy references paid time off for illness,2,0.4017,"ӿ Pay on time and do not assign further tasks or work until payment has been secured,
even if research organizations sometimes need more time to process payments.",127,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,14,Sick leave,Worker rights,The policy references paid time off for illness,3,0.3827,"ӿ Respect work practices and avoid micromanagement and unnecessary complications,
such as excessive time controls.",106,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,1,0.3757,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,20,Fair contracts,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,1,0.6236,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Yes,Yes,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,20,Contracts – general,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,2,0.5731,"The Fairwork project at the Oxford Internet Institute (OII) has published written principles
that center fairness regarding payment, working conditions, terms of contract, organizational
management, and workers’ access to representation and collective bargaining (Fairwork, 2025).",62,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,20,Fair contracts,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,3,0.5098,"In a report by the International Labour Organization (ILO), Berg and colleagues (2018) outlined
18 criteria for fair data work, including but not limited to the recognition of workers’ employ-
ment status, establishment of legal processes to communicate their needs and demands, the
application of minimum wage to microtask workers, and transparency in payment and fees.",72,Yes,Yes,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,20,Contracts – general,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,4,0.4953,"This includes transparent and respectful communication, as well as careful consideration of workers’ diverse contexts.",96,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,20,Contracts – general,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,5,0.4661,"They should
recognize workers’ labor and contributions to knowledge production and provide appropriate
payment according to living wages, collective agreements, expertise, and task type.",94,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,21,Transparent and easy to understand,Employer and platform/contractor responsibilities,The policy includes recommendations or requirements for contract clarity and readability.,1,0.3698,"ӿ When choosing a platform or BPO, consider their payment policies.",129,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,21,Transparent and easy to understand,Employer and platform/contractor responsibilities,The policy includes recommendations or requirements for contract clarity and readability.,2,0.3665,"However, a review of these frameworks reveals a profound dearth of explicit standards for data work.",41,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,1,0.5307,"This also means
refraining from conducting projects in which the well-being of data workers cannot be ensured.",98,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,2,0.5114,"However, the ACM Code of Ethics does not establish specific guidelines to ensure the well-being of workers, nor does it mention data workers.",49,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,3,0.4969,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,4,0.4540,"ӿ Respect the privacy of data workers and limit the collection of their data to what is
strictly necessary.",150,No - but presents new theme,No - but presents new theme,,,,,,,,Workers' data rights (including privacy),TRUE
Guidelines for Ethical Data Work in Research,165,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,5,0.4436,"Underpayment can be exacerbated
by workers’ geographical location and the terms and conditions of platforms and BPOs.",111,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,1,0.4539,"ӿ Respect the privacy of data workers and limit the collection of their data to what is
strictly necessary.",150,Yes,Yes,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,Workers' data rights (including privacy),TRUE
Guidelines for Ethical Data Work in Research,165,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,2,0.4258,"Some-
times, they face concerns about personal safety resulting from excessive and identifiable data
collection.",132,Yes,Yes,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,Workers' data rights (including privacy),TRUE
Guidelines for Ethical Data Work in Research,165,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,3,0.4107,"While contact details can sometimes be necessary, excessive collection of personal data can undermine the protection of workers’ privacy and even their
personal safety.",151,Yes,Yes,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,Workers' data rights (including privacy),TRUE
Guidelines for Ethical Data Work in Research,165,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,4,0.4092,"For
example, the “Code of Ethics and Professional Conduct” of the Association for Computing Ma-
chinery (ACM, 2018) emphasizes the respect and protection of privacy regarding the collection
and use of data involving personal information.",46,Yes,Yes,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,Workers' data rights (including privacy),TRUE
Guidelines for Ethical Data Work in Research,165,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,5,0.3942,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,25,Severance pay,Employer and platform/contractor responsibilities,The policy includes definitions and recommendations for worker compensation in the case of a lay off.,3,0.3849,"This perspective is reflected in the payment, working conditions, and communica-
tion with data workers (see below).",102,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,26,Unpaid waiting periods,Employer and platform/contractor responsibilities,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",1,0.5754,"ӿ Pay on time and do not assign further tasks or work until payment has been secured,
even if research organizations sometimes need more time to process payments.",127,Yes,Yes,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,26,Unpaid waiting periods,Employer and platform/contractor responsibilities,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",2,0.5709,"ӿ Avoid unpaid work due to potential rejection, errors, or unclear tasks.",122,Yes,Yes,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,26,Unpaid waiting periods,Employer and platform/contractor responsibilities,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",3,0.4686,"ӿ Pay for extra work, such as identifying errors or improving the task.",124,Yes,Yes,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,26,Unpaid waiting periods,Employer and platform/contractor responsibilities,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",4,0.4655,"ӿ Respect work practices and avoid micromanagement and unnecessary complications,
such as excessive time controls.",106,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,26,Unpaid waiting periods,Employer and platform/contractor responsibilities,"This policy relates to unpaid time when workers are waiting for tasks, access to work, new projects or potentially for disciplinary or investigative processes.",5,0.4638,"This also means
refraining from conducting projects in which the well-being of data workers cannot be ensured.",98,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,27,Work related expenses,Employer and platform/contractor responsibilities,"The policy includes mention of required or acceptable compensation for work related expenses, such as internet access, computer, home office equipment, or travel allowance.",1,0.4412,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,27,Work related expenses,Employer and platform/contractor responsibilities,"The policy includes mention of required or acceptable compensation for work related expenses, such as internet access, computer, home office equipment, or travel allowance.",3,0.4107,"If living wages are not in place, adhere
to the standards of the country in which the requesting institution is located.",120,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,27,Work related expenses,Employer and platform/contractor responsibilities,"The policy includes mention of required or acceptable compensation for work related expenses, such as internet access, computer, home office equipment, or travel allowance.",5,0.4042,"This also means
refraining from conducting projects in which the well-being of data workers cannot be ensured.",98,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,1,0.4347,"To ensure fair wages and prevent the exploitation of
data workers, we recommend the following:
ӿ Respect living wages and collective agreements.",119,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,2,0.4083,"In this context, to pursue ethical data work, we recommend the following:
ӿ Recognize unions and worker representatives as credible authorities, on par with BPO
managers and platforms.",133,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,3,0.3841,"This includes transparent and respectful communication, as well as careful consideration of workers’ diverse contexts.",96,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,4,0.3795,"The Fairwork project at the Oxford Internet Institute (OII) has published written principles
that center fairness regarding payment, working conditions, terms of contract, organizational
management, and workers’ access to representation and collective bargaining (Fairwork, 2025).",62,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,5,0.3745,"Taking worker-centered and community-based approaches, they call for transparency in the information about requesters to ensure
accountability and responsibility, the provision of proper time estimates, timely approval of completed tasks, respect for worker privacy, and strict adherence to MTurk’s terms of service.",66,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions deadlines, timelines, or phased rollouts",,,,,,,TRUE
Guidelines for Ethical Data Work in Research,165,29,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,1,0.4728,"Their “Data Enrichment Sourcing Guidelines”
call for ensuring payment above the local living wage, designing and running a pilot before the
start of projects, identifying suitable workers and workforce for projects to include diverse and
representative perspectives, providing proper instructions and training for workers that are
verified by workers, and setting up effective communication mechanisms between workers and
practitioners (PAI, 2022a).",68,Yes,Yes,The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,,,,,,,,TRUE
