policy,parameter,category,subcategory,text_passage,similarity_score,chunk_index
MERL Tech: In-house data annotation best practice principles developed by MTI,Non-compete clauses,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.34226083755493164,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,Contracts,"All Rights Reserved. Privacy
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 10 of 10",0.45743364095687866,26
MERL Tech: In-house data annotation best practice principles developed by MTI,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.3589099943637848,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,Contracts,"Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too. These large companies often hide their involvement via multiple
layers of outsourcing. They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities.",0.3415581285953522,19
MERL Tech: In-house data annotation best practice principles developed by MTI,Notice period,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.2244247943162918,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Notice period,Employer and platform/contractor responsibilities,Contracts,"An example of a relatively innocuous yet absurd-seeming data annotation task
from The Verge
Additionally, the work itself was unreliable in terms of its frequency and duration,
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 4 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
with projects starting and stopping at a moment’s notice, and either poorly paid, or
unpaid, based on spurious reasons. More egregiously, Mophat talked of the mental
and emotional toll of data annotation, which involved labelling images of abuse or
violence – causing nightmares and affective issues with a worker’s children or family
members. Even where organizations provide mental health support to workers,
counsellors are not experienced enough in the impact of data-annotation induced
trauma to provide adequate help.",0.21865138411521912,9
MERL Tech: In-house data annotation best practice principles developed by MTI,Notice period,Employer and platform/contractor responsibilities,Contracts,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.20601513981819153,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Severance pay,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.3039310574531555,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Severance pay,Employer and platform/contractor responsibilities,Contracts,"But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard. There is a tendency when working with new technologies to
take a blank-slate approach, when actually what’s needed is a doubling-down on
existing best practices when it comes to workers’ rights. One simple step we can take is also to prioritise opportunities for education,
upskilling, and certification.",0.256716787815094,21
MERL Tech: In-house data annotation best practice principles developed by MTI,Severance pay,Employer and platform/contractor responsibilities,Contracts,"These principles are then used to publicly hold companies
accountable. To date, Fairwork has evaluated digital labour conditions in 40 countries
and produced over 700 platform ratings including Uber, or JustEat as well as AI
intermediary companies like Sama. 2 of the 5 Fairwork AI principles
We also spoke of the delicate process of engaging with companies held up to
scrutiny and doing justice to the demands and needs of workers they speak to.",0.25656837224960327,14
MERL Tech: In-house data annotation best practice principles developed by MTI,Unpaid waiting periods,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.35844555497169495,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Unpaid waiting periods,Employer and platform/contractor responsibilities,Contracts,"Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too. These large companies often hide their involvement via multiple
layers of outsourcing. They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities.",0.35551291704177856,19
MERL Tech: In-house data annotation best practice principles developed by MTI,Unpaid waiting periods,Employer and platform/contractor responsibilities,Contracts,"Fairworks presented Sama with a ‘preliminary assessment’ based on desk research,
interviews with workers and conversations with Sama managers. Two points were
awarded for each of Fairwork’s 5 principles, based on issues such as unpaid overtime,
short term contracts, dangerous levels of job strain and excessive workplace
surveillance. Sama received a score of 0 out of 10.",0.32430049777030945,16
MERL Tech: In-house data annotation best practice principles developed by MTI,Work related expenses,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.2822524607181549,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Work related expenses,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.25928613543510437,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Work related expenses,Employer and platform/contractor responsibilities,Contracts,"These principles are then used to publicly hold companies
accountable. To date, Fairwork has evaluated digital labour conditions in 40 countries
and produced over 700 platform ratings including Uber, or JustEat as well as AI
intermediary companies like Sama. 2 of the 5 Fairwork AI principles
We also spoke of the delicate process of engaging with companies held up to
scrutiny and doing justice to the demands and needs of workers they speak to.",0.24602146446704865,14
MERL Tech: In-house data annotation best practice principles developed by MTI,Collective bargaining agreement,Employer and platform/contractor responsibilities,Contracts,"Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too. These large companies often hide their involvement via multiple
layers of outsourcing. They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities.",0.37834301590919495,19
MERL Tech: In-house data annotation best practice principles developed by MTI,Collective bargaining agreement,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.3514486253261566,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Collective bargaining agreement,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.3223893642425537,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,Contracts,"Indeed,
Mophat earlier mentioned that many Sama workers felt that the changes introduced
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 6 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
by Sama were insufficient to merit a 5 out of 10. Oǧuz agreed with this and used it as
an example to illustrate the importance of ongoing, repeated assessments on AI
supply chains. Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too.",0.37114155292510986,18
MERL Tech: In-house data annotation best practice principles developed by MTI,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,Contracts,"But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard. There is a tendency when working with new technologies to
take a blank-slate approach, when actually what’s needed is a doubling-down on
existing best practices when it comes to workers’ rights. One simple step we can take is also to prioritise opportunities for education,
upskilling, and certification.",0.3389943242073059,21
MERL Tech: In-house data annotation best practice principles developed by MTI,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,Contracts,"Data workers
need to be made aware of their own value in terms of the crucial role they are playing
in developing AI models which ultimately enrich a few billionaires in the Global North
and be given recognition for the complex skills they have developed (from scratch!). Mophat mentioned how frequently data workers are left ‘stranded’ with nothing to
show for their unique experiences. https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 7 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 8 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
In-house data annotation best practice principles developed by MTI
These final calls to action should be heard by those of us working directly with
young people who may themselves be tempted by data annotation roles in their
respective countries.",0.33630064129829407,23
MERL Tech: In-house data annotation best practice principles developed by MTI,Information on purpose of work,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.414601594209671,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Information on purpose of work,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.413761705160141,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Information on purpose of work,Employer and platform/contractor responsibilities,Contracts,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.39187920093536377,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,Contracts,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.43344488739967346,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.39950233697891235,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,Contracts,"An example of a relatively innocuous yet absurd-seeming data annotation task
from The Verge
Additionally, the work itself was unreliable in terms of its frequency and duration,
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 4 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
with projects starting and stopping at a moment’s notice, and either poorly paid, or
unpaid, based on spurious reasons. More egregiously, Mophat talked of the mental
and emotional toll of data annotation, which involved labelling images of abuse or
violence – causing nightmares and affective issues with a worker’s children or family
members. Even where organizations provide mental health support to workers,
counsellors are not experienced enough in the impact of data-annotation induced
trauma to provide adequate help.",0.3955162763595581,9
MERL Tech: In-house data annotation best practice principles developed by MTI,Human oversight in management,Employer and platform/contractor responsibilities,Contracts,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.3890009820461273,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Human oversight in management,Employer and platform/contractor responsibilities,Contracts,"In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
MARCH 7, 2025
In-house data annotation
best practice principles
developed by MTI
by Isabelle Amazon-Brown and The MERL Tech Initiative
Event recap: Humans in the
machine – the impact of AI on
workers
On February 6th, the NLP Community of Practice’s Ethics & Governance Working
Group convened to discuss the impact of AI development on the (human) workers
involved in developing and refining Large Language Models (LLMs). We also wanted to
highlight current thinking on what can be done to counteract the labour abuses
currently baked into AI supply chains, emphasising that negative impacts can also
occur at a smaller scale, for example when adapting LLMs in-house for ‘positive’
reasons such as improving relevance and safety. The recording and resources for this
event can be found here.",0.364612877368927,0
MERL Tech: In-house data annotation best practice principles developed by MTI,Human oversight in management,Employer and platform/contractor responsibilities,Contracts,"Oǧuz Alyanak, postdoctoral researcher with the Fairwork team from the Oxford
Internet Institute, who have developed an assessment framework and
guidance for evaluating the labour conditions of data platforms, including
LLMs. “The act of simplifying reality for a
machine results in a great deal of
complexity for the human.”
Our discussion kicked off with a brief overview of the role of humans in Large
Language Model development, a topic highlighted by this in-depth expose as early
as 2023 and which has now gained mainstream recognition. The ongoing role of
human input is encapsulated by a comment from a source that noted wryly that
“ChatGPT seems so human because it was trained by an AI that was mimicking
humans who were rating an AI that was mimicking humans who were pretending to be
a be$er version of an AI that was trained on human writing.”
Soma provided a useful metaphor: a parent teaching a child to talk by helping them
associate sights, sounds, smells or sensations with certain words is much like the
heart of the data annotation process.",0.35577312111854553,3
MERL Tech: In-house data annotation best practice principles developed by MTI,Credentials for skills and experience,Employer and platform/contractor responsibilities,Contracts,"One simple step we can take is also to prioritise opportunities for education,
upskilling, and certification. Mophat also stressed how important it is to educate
workers not only about their rights but about the existence and benefits of
organizing via trade unions such as Tech Worker Community Africa. Data workers
need to be made aware of their own value in terms of the crucial role they are playing
in developing AI models which ultimately enrich a few billionaires in the Global North
and be given recognition for the complex skills they have developed (from scratch!).",0.4059906601905823,22
MERL Tech: In-house data annotation best practice principles developed by MTI,Credentials for skills and experience,Employer and platform/contractor responsibilities,Contracts,"Fairworks presented Sama with a ‘preliminary assessment’ based on desk research,
interviews with workers and conversations with Sama managers. Two points were
awarded for each of Fairwork’s 5 principles, based on issues such as unpaid overtime,
short term contracts, dangerous levels of job strain and excessive workplace
surveillance. Sama received a score of 0 out of 10.",0.3275793194770813,16
MERL Tech: In-house data annotation best practice principles developed by MTI,Credentials for skills and experience,Employer and platform/contractor responsibilities,Contracts,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.2975040376186371,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Mental health support,Employer and platform/contractor responsibilities,Contracts,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.48666468262672424,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Mental health support,Employer and platform/contractor responsibilities,Contracts,"But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard. There is a tendency when working with new technologies to
take a blank-slate approach, when actually what’s needed is a doubling-down on
existing best practices when it comes to workers’ rights. One simple step we can take is also to prioritise opportunities for education,
upskilling, and certification.",0.4851682186126709,21
MERL Tech: In-house data annotation best practice principles developed by MTI,Mental health support,Employer and platform/contractor responsibilities,Contracts,"An example of a relatively innocuous yet absurd-seeming data annotation task
from The Verge
Additionally, the work itself was unreliable in terms of its frequency and duration,
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 4 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
with projects starting and stopping at a moment’s notice, and either poorly paid, or
unpaid, based on spurious reasons. More egregiously, Mophat talked of the mental
and emotional toll of data annotation, which involved labelling images of abuse or
violence – causing nightmares and affective issues with a worker’s children or family
members. Even where organizations provide mental health support to workers,
counsellors are not experienced enough in the impact of data-annotation induced
trauma to provide adequate help.",0.3851035237312317,9
MERL Tech: In-house data annotation best practice principles developed by MTI,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.4534708559513092,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,Enforceability mechanisms,"They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities. Calls to action to improve data
annotation conditions
Fairwork’s global work will inevitably take time to move the needle, as it involves
holding hugely powerful firms and complex systems accountable in a meaningful and
enduring way. But closer to home, we may have more opportunities to improve
working conditions for data annotators, starting with providing mental health
support as standard.",0.4221639335155487,20
MERL Tech: In-house data annotation best practice principles developed by MTI,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,Enforceability mechanisms,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.40448635816574097,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Accountability in case of harms,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.458402156829834,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Accountability in case of harms,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Indeed,
Mophat earlier mentioned that many Sama workers felt that the changes introduced
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 6 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
by Sama were insufficient to merit a 5 out of 10. Oǧuz agreed with this and used it as
an example to illustrate the importance of ongoing, repeated assessments on AI
supply chains. Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too.",0.4194611608982086,18
MERL Tech: In-house data annotation best practice principles developed by MTI,Accountability in case of harms,Employer and platform/contractor responsibilities,Enforceability mechanisms,"For example, Maria spoke of the worry and guilt that could be caused by the
knowledge that her decisions might end up directly shaping a GenAI powered
response to, say, a young woman seeking help with the decision to terminate a
pregnancy. Not only should this enormous responsibility be reflected in the status
(and therefore pay) of data annotators, including at a smaller scale, but processes
should also be put in place to prepare and support them to shoulder this burden on
an ongoing basis. Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house.",0.40727290511131287,12
MERL Tech: In-house data annotation best practice principles developed by MTI,Third party audits,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.3727319538593292,13
MERL Tech: In-house data annotation best practice principles developed by MTI,Third party audits,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Ultimately, Oǧuz stressed Fairwork’s plan to move from evaluating intermediaries,
including recruitment companies that handle the advertising and allocation of digital
work like data annotation or content moderation, to holding the ‘lead firms’
accountable too. These large companies often hide their involvement via multiple
layers of outsourcing. They, however, are the ones who ultimately define the working
conditions through their budget stipulations, timeframes, limitations on workers’
rights via NDAs, and lack of upskilling opportunities.",0.3649104833602905,19
MERL Tech: In-house data annotation best practice principles developed by MTI,Third party audits,Employer and platform/contractor responsibilities,Enforceability mechanisms,"These principles are then used to publicly hold companies
accountable. To date, Fairwork has evaluated digital labour conditions in 40 countries
and produced over 700 platform ratings including Uber, or JustEat as well as AI
intermediary companies like Sama. 2 of the 5 Fairwork AI principles
We also spoke of the delicate process of engaging with companies held up to
scrutiny and doing justice to the demands and needs of workers they speak to.",0.34847885370254517,14
MERL Tech: In-house data annotation best practice principles developed by MTI,Legal enforceability,Employer and platform/contractor responsibilities,Enforceability mechanisms,"These principles are then used to publicly hold companies
accountable. To date, Fairwork has evaluated digital labour conditions in 40 countries
and produced over 700 platform ratings including Uber, or JustEat as well as AI
intermediary companies like Sama. 2 of the 5 Fairwork AI principles
We also spoke of the delicate process of engaging with companies held up to
scrutiny and doing justice to the demands and needs of workers they speak to.",0.27859145402908325,14
MERL Tech: In-house data annotation best practice principles developed by MTI,Legal enforceability,Employer and platform/contractor responsibilities,Enforceability mechanisms,"Frameworks and tools to assess and
respond to labour abuses
Our discussion moved on to focus on what could be done to address these
problematic issues – either when choosing which LLMs to work with, or when
conducting data annotation in-house. Oǧuz spoke of the Fairwork action-research project, which aims to highlight the best
and worst examples of how technology supply chains impact workers, and
offers core principles developed in conversation with scholars, policy makers and
https://merltech.org/resources/in-house-data-annotation-best-practice-principles-developed-by-mti/ Page 5 of 10 In-house data annotation best practice principles developed by MTI - MERL Tech 10/3/25, 12:33 PM
workers themselves. These principles are then used to publicly hold companies
accountable.",0.2783012390136719,13
